Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
5,261.97,348734.94,209278.62,7271.76,57.31,2,204175858.70,3,14592081.15,44373.15,66.92,1503
3,96.37,390257.32,419206.52,7511.17,66.27,3,400312162.00,3,18665981.90,25640.58,18.81,3240
4,91.18,137863.38,293913.97,6479.06,59.01,2,242881299.60,1,19351133.25,12140.68,95.45,1308
7,107.40,319442.80,414952.37,7572.37,51.47,2,499121909.00,1,2269599.67,1241.91,16.07,2836
5,283.55,139510.40,122216.66,8761.96,96.98,2,476891583.80,1,1008317.75,48165.65,77.98,1815
1,987.36,389474.78,383940.78,9745.25,92.37,1,148357975.80,1,11361685.25,29129.49,99.31,3654
6,333.83,160263.75,31916.87,6415.76,57.56,4,413900090.30,1,15291087.21,47471.78,39.46,3959
6,653.07,243523.87,90701.36,8922.78,83.32,2,113613924.50,2,8152664.99,9821.46,6.73,2440
2,89.75,460170.04,393353.62,503.13,57.97,4,34937203.82,2,17207761.47,23624.36,34.54,1469
3,857.89,327912.97,116772.17,793.77,84.70,1,454459365.40,2,836169.15,32637.50,6.59,467
5,713.52,179950.50,167512.88,8510.19,66.60,1,177476979.00,3,1104727.27,43457.86,7.61,2396
7,18.51,18124.37,137786.74,5456.90,84.57,2,338908275.60,3,9009493.85,21059.07,88.52,3745
3,125.02,138307.75,177309.50,6096.87,65.57,1,331323403.40,1,10908030.99,31847.65,39.66,3232
3,317.32,24554.91,24035.26,8989.06,50.40,1,268037515.80,3,4832847.44,35552.25,39.70,1193
3,578.60,390501.79,438284.05,2652.08,59.39,3,63184569.95,2,1824907.21,23857.68,18.22,4054
2,114.57,270457.45,57397.66,2521.77,80.92,4,355143015.30,3,4134005.14,14929.87,97.52,2523
1,717.56,301597.23,226141.64,7437.64,59.34,1,19931424.01,2,223837.37,16345.55,46.28,1050
7,949.10,311225.63,333986.28,2905.84,73.02,4,145128422.20,3,14801996.94,36248.44,10.55,2889
5,195.44,363566.81,64965.05,3198.11,91.89,3,305430879.90,2,14174713.32,23510.22,32.24,1792
4,101.46,368159.30,151826.52,4187.47,59.47,1,20105632.63,1,6826617.96,38373.48,61.16,1209
7,473.74,371445.57,268971.37,948.30,81.88,4,226511505.30,3,6424881.30,38069.79,76.01,1002
4,286.55,89155.11,52648.75,827.98,59.68,1,83744898.20,2,9314404.96,9412.30,68.81,4024
4,947.41,179628.10,224153.39,2293.79,51.98,3,304948461.00,1,6101989.57,40425.07,86.86,4024
3,764.16,430320.37,186831.53,1288.00,79.87,1,66621937.31,1,16740018.92,37648.75,68.18,986
3,943.61,237488.07,71296.08,4582.70,60.48,2,417254430.90,3,13342182.50,21347.58,62.73,1353
6,338.23,371353.39,253895.99,6421.91,76.63,4,85685743.08,3,15675070.77,841.40,47.55,2040
7,412.10,61532.88,345525.56,9571.68,65.85,3,245328279.30,1,14120782.84,49444.75,63.00,3725
1,540.87,282965.87,395526.17,4276.59,86.99,3,55188229.19,3,1506585.13,10093.18,58.88,305
6,841.33,410683.19,120379.16,6385.03,59.09,2,344145589.20,3,18912071.32,42151.92,64.97,1395
6,547.59,129210.04,148004.97,3421.86,95.07,2,3887554.74,2,2589741.86,41001.28,10.23,4332
6,501.58,252675.64,140241.36,4512.44,68.81,1,319845103.50,1,6986592.28,21716.59,65.94,1669
2,227.99,37538.36,92965.82,8569.43,92.52,4,94581683.65,3,6970862.73,9218.76,81.61,200
2,939.95,256382.30,388834.38,5420.87,53.64,4,127159268.60,1,13285489.67,25826.12,80.11,2852
2,146.16,161070.84,72818.20,3419.66,64.83,3,300553481.10,2,14193667.80,17297.38,29.81,1269
2,739.48,217575.19,209258.30,3465.57,64.88,2,376553572.00,1,18825267.39,10945.23,61.14,4692
2,893.80,207548.09,156845.38,1292.31,88.52,1,439133970.10,3,16808994.16,47701.28,23.29,1747
1,100.16,254400.85,101421.81,9095.55,95.26,1,444426714.30,1,5652755.09,44875.12,99.16,3768
4,652.66,121973.20,177223.57,7199.36,95.71,2,41322527.72,1,14349966.17,33175.74,74.62,2999
7,18.12,110105.51,36140.97,7866.47,87.44,2,4808849.12,2,8256796.92,13364.75,36.41,130
6,89.50,170094.52,390817.16,7749.93,91.21,4,18121823.70,2,19018894.29,43395.50,9.20,887
3,768.64,30938.06,433927.08,1689.99,56.63,3,72659990.69,3,3808744.96,4476.67,85.11,1523
2,168.94,170573.02,268396.79,2249.19,72.44,2,483915351.40,1,3397627.97,3013.22,61.32,3490
5,458.58,48701.78,315454.80,2330.30,90.14,2,377842611.10,2,17130117.12,44543.12,95.69,4293
3,462.77,287955.37,279539.52,9355.21,59.71,2,164612641.20,2,12187285.92,37345.22,68.40,2488
3,566.69,386974.21,99733.13,6789.72,77.41,2,400122364.20,1,19553782.57,18201.88,62.81,4750
5,315.18,143738.96,333600.95,7246.32,93.97,1,111770317.90,1,19023372.61,31605.01,62.95,1739
4,180.34,489760.23,170136.64,3860.00,61.40,4,364421820.00,3,13631797.80,6368.43,28.08,1852
1,937.56,398307.25,92226.61,804.55,66.53,1,245508312.40,3,866490.49,26205.43,47.98,1789
6,464.26,444536.68,190940.49,9402.58,50.71,2,290578650.50,1,17388277.17,41084.68,51.22,4864
4,536.09,496506.24,442300.63,7240.07,53.47,3,361538694.00,2,17877097.86,42401.18,21.92,415
2,557.00,206104.82,195946.72,1234.91,89.65,2,96130133.86,1,7428813.69,26001.96,31.94,2861
6,539.21,257845.93,140761.45,9252.06,90.96,3,498450718.10,1,518311.95,42907.73,70.00,1110
2,893.59,347765.52,261527.40,6695.75,82.78,2,397046461.00,2,9642688.53,34748.60,93.17,3221
6,653.58,493836.45,266807.34,6740.49,52.06,3,332974549.30,1,12962412.16,25474.77,75.04,3071
7,467.44,226925.91,220307.20,9728.22,82.23,3,82675243.12,1,2288773.95,15469.07,79.45,2719
3,904.66,154554.15,349745.92,354.99,99.30,4,402016857.90,1,4217111.01,44744.07,27.34,934
4,28.22,260553.13,45336.03,1425.39,99.23,4,53713970.93,3,14401386.20,40729.70,22.85,479
2,350.79,287837.94,129181.00,1373.19,77.64,3,5606865.63,3,16301752.01,11280.52,28.37,182
1,169.14,457565.70,131315.68,4117.40,91.90,3,237144561.20,3,11606667.43,27903.67,61.02,1270
2,18.36,392766.12,359527.04,5240.25,94.43,1,387501328.40,2,16895576.89,23587.49,32.82,1841
4,229.71,119622.11,180925.84,3785.54,68.25,3,69081205.10,2,16867642.08,10638.53,23.33,4659
1,187.42,123723.07,54401.01,3097.71,81.60,3,433495009.60,2,5565648.14,27111.90,99.79,428
1,156.83,493575.17,4097.56,2993.96,66.36,4,450757430.30,2,5750676.16,42243.04,41.73,4373
5,630.44,46507.03,126700.68,6792.66,77.55,1,410260188.90,3,19338620.22,20845.22,24.64,2877
1,369.47,265999.50,160081.04,8224.86,94.96,3,264847608.70,3,10795338.48,35232.84,60.60,2818
6,323.56,356321.73,153679.41,3651.46,57.07,3,95851363.60,1,7466750.69,39010.77,51.80,4126
3,378.87,84614.00,226771.43,2027.02,77.78,4,242975133.40,3,2134354.35,3995.90,22.47,2901
7,789.36,359153.37,267192.95,8906.01,91.24,3,125915592.20,2,18017146.02,29907.04,11.36,4606
1,945.91,437169.47,212421.06,4832.26,95.89,3,90218310.93,2,15279009.02,27283.69,7.69,700
1,75.43,456814.03,309523.51,4068.26,94.58,4,423974673.80,3,10906929.11,4962.37,58.85,898
3,318.52,312694.87,5507.35,7116.23,58.80,2,254956447.40,3,12235570.34,41740.06,24.99,3352
7,655.88,247089.49,216501.81,1653.19,81.90,3,340378024.00,3,19626029.07,20741.26,82.35,3908
3,927.62,10121.12,126032.74,7513.89,65.67,1,141857226.30,3,17865698.42,23685.15,22.58,4662
1,606.66,21755.95,61302.71,7975.66,68.29,3,206373781.00,1,10540795.29,41528.63,93.56,4053
5,326.98,411282.70,435579.87,6344.22,92.12,3,103118359.10,1,7732715.70,4387.90,51.12,2673
2,986.94,33431.28,64769.20,2296.00,92.79,2,497265954.70,2,17079309.65,35012.68,4.29,4243
7,744.73,9354.73,401927.17,9454.81,63.38,1,333306449.00,2,18792193.74,10222.41,86.06,801
1,863.81,473652.46,293100.87,3723.07,62.18,3,89126093.68,1,9506076.86,20284.23,10.02,110
2,620.76,447036.14,377000.22,5283.61,97.32,4,32400095.22,3,5532883.68,26878.64,87.52,4791
6,90.58,254414.54,257596.02,5106.93,56.98,1,462496325.80,2,5523586.24,25582.19,55.06,2759
3,232.51,451737.82,182451.16,7269.77,56.31,1,119858962.60,3,2628629.57,3564.65,44.15,1982
2,158.93,244215.09,385842.14,890.82,57.00,4,185354537.10,1,6482363.58,20001.57,87.83,4397
3,806.68,393303.22,8104.22,3942.51,71.99,2,265776537.40,1,10858570.20,22025.39,92.73,3805
4,976.07,220924.06,49660.05,4196.68,63.30,3,327935076.40,3,16443964.95,45904.33,85.53,2111
1,731.64,102374.71,181826.28,5522.34,84.13,3,35583604.25,1,19475021.76,13325.91,26.89,2876
7,222.04,244973.04,127238.97,6586.96,79.67,4,323380699.10,2,2758416.04,9371.15,50.73,1365
5,536.18,464046.62,328075.38,1904.72,85.08,3,498941875.00,3,1330007.32,49283.45,39.50,2485
1,77.42,217301.45,345349.41,7455.24,80.66,1,23969957.14,3,6825742.22,9834.72,96.98,4395
6,24.73,234289.29,392101.70,6213.38,74.92,3,109061503.70,1,2827017.22,19361.09,39.22,4088
1,251.70,250310.23,14565.16,3879.01,81.17,2,206457348.70,3,16179112.50,28940.67,35.69,2161
5,88.53,31030.99,172796.80,3578.48,78.41,2,205316179.10,1,6140153.48,37575.61,24.62,459
4,564.21,152733.72,362898.71,1413.21,64.03,4,279801878.10,3,14854763.99,32727.94,76.48,2071
7,324.63,141811.64,165022.12,1438.50,70.62,2,161780455.20,3,15599018.95,20462.04,73.75,4399
2,614.61,176066.96,373997.34,4403.35,61.94,1,19919390.48,3,9923708.42,45246.75,9.52,4869
1,543.37,79100.44,298648.31,6411.88,74.35,2,217376388.90,3,6530968.14,9948.56,68.51,1344
4,861.48,369127.68,79523.39,8078.53,84.85,1,16301988.51,1,19832354.21,8237.83,50.92,491
1,846.05,71115.75,334987.53,5767.43,85.61,1,61378820.88,2,11333026.83,2903.17,13.37,3509
5,388.30,366386.23,51552.54,451.90,77.77,3,228374026.40,1,6942395.66,30304.89,98.79,2800
3,616.17,298533.93,447077.72,3660.01,62.13,3,360197138.10,1,15374595.41,19284.47,84.97,3529
1,946.09,102777.66,312826.83,1194.63,90.22,4,325553523.60,3,11992158.72,33585.59,72.69,3152
1,707.81,375496.88,227868.74,7486.09,50.77,3,100010377.40,1,17308009.26,44972.20,2.88,4494
5,449.16,477618.60,252515.17,5526.02,63.05,2,482156253.60,2,10733891.00,36679.57,98.71,1853
7,596.55,426159.26,289712.03,6818.59,86.64,3,237949880.00,1,445594.67,21981.16,84.82,3691
2,322.02,83034.09,434591.52,4298.04,59.48,1,452254152.20,1,10205187.42,12729.88,40.08,683
4,225.18,343029.60,85139.52,13.82,69.02,1,219829526.80,1,7994868.16,28198.54,42.63,4750
2,273.25,275610.25,394564.49,4820.09,73.62,1,408641829.70,3,12780054.66,44591.99,12.11,271
5,448.39,86489.21,224918.66,7766.22,70.70,1,84400649.93,3,17033148.80,26874.65,24.23,4862
6,112.46,377168.86,241849.48,6379.26,62.96,3,31738519.16,3,6097066.53,40867.90,46.26,3653
6,209.96,138163.70,139638.63,4733.13,79.07,2,134352356.10,2,7116321.75,13584.54,25.15,1187
6,202.10,207004.73,98432.77,2634.05,61.60,2,224759757.10,3,300483.81,24600.67,50.84,3759
7,224.77,390223.56,84391.59,5968.15,89.38,2,189106294.40,3,10736924.80,45710.76,75.11,4416
4,295.16,193889.58,135600.45,4243.02,55.02,4,30456591.35,2,467429.11,9131.24,53.77,2537
4,132.53,479786.70,195420.35,1132.16,61.90,1,280023988.80,1,14538929.13,19409.14,24.84,1476
2,1.91,475968.08,253046.70,943.12,87.84,4,460268786.80,1,2753362.75,25347.01,32.47,2340
3,237.06,324446.77,429616.91,9585.04,64.16,2,118448872.50,1,4987231.52,14422.19,34.62,1305
5,144.62,332845.36,287507.13,8016.58,60.90,4,149171358.00,3,18338780.28,13452.36,79.39,1459
3,514.59,240212.86,146312.17,2006.18,81.92,1,252484274.80,3,17620979.10,7293.26,28.73,1793
6,583.67,126572.78,400049.01,7850.11,59.24,4,297807804.40,1,14474744.30,28890.64,26.12,4901
1,895.54,274426.96,322025.85,7437.63,79.71,4,177553245.50,3,342383.63,32028.99,90.47,3985
1,346.68,314802.62,303948.04,5276.94,91.29,3,70265393.78,1,9599064.29,1699.88,94.74,4135
3,738.14,322099.41,261822.48,2760.60,85.43,2,210417968.70,3,2658687.97,14208.60,56.14,1660
7,601.92,275881.77,154086.43,3686.85,58.45,2,156441101.60,1,12134818.06,20183.00,6.93,3756
5,840.20,350430.27,178391.84,5047.58,67.30,3,318024934.60,1,246512.20,37167.96,62.00,1308
1,601.51,418651.41,139479.24,5805.51,94.41,4,296374537.90,3,18966445.05,31721.94,84.64,1723
4,961.82,470141.07,295078.54,5144.33,72.62,4,134893430.70,1,15119000.66,1364.16,4.65,660
1,976.23,258709.03,341305.36,3077.86,51.33,1,401397328.10,2,11998184.83,44563.14,73.36,1447
2,898.36,491986.93,446702.26,3251.55,81.51,4,317971158.80,2,6262454.68,8073.42,87.49,1621
4,316.76,418612.01,210660.64,8341.45,75.29,1,282311680.80,3,16967575.76,33346.30,95.04,3762
3,998.34,4153.65,421187.82,9336.24,51.36,4,189939984.80,2,8713908.95,26455.67,91.43,4732
4,476.82,454235.89,71445.23,9340.41,79.91,2,433238218.60,1,17747468.06,26511.52,14.08,1713
3,648.48,223087.26,18099.43,9540.44,79.23,4,280980371.60,1,13420838.18,6456.74,76.56,664
6,623.89,212188.95,313223.69,6191.05,78.37,4,169365051.20,2,15794342.19,1536.96,36.41,2478
1,886.41,452539.17,115167.82,1601.90,61.95,4,89607816.83,2,1354980.90,1573.25,68.41,2176
3,213.17,168020.29,91223.30,5720.08,88.39,2,274027090.30,1,8028303.78,35358.70,15.91,2517
5,200.01,293227.89,111390.87,1868.77,76.84,1,279730428.70,2,1427649.13,31875.21,20.47,402
6,891.26,141673.34,391901.46,4516.49,92.06,2,345544307.30,2,18850618.70,11336.93,69.08,4537
4,407.62,18552.73,426129.02,5946.15,82.46,3,22264748.24,3,11438362.34,37239.18,86.68,2868
5,863.27,194380.46,374814.04,4831.80,59.54,1,354134260.30,2,18391221.92,8755.67,2.57,1625
4,577.27,15270.55,445658.81,3750.63,78.00,3,304618401.90,1,4630522.16,8461.40,86.00,3892
6,75.70,5055.50,360760.04,1212.80,91.35,1,46880930.05,3,9327617.72,30945.37,88.58,3205
4,140.11,123940.09,47113.86,5790.40,65.33,1,183580717.30,3,4757675.33,11036.84,60.14,3994
7,216.66,33754.01,381593.41,7409.43,52.39,1,146725247.90,2,19559948.20,22785.98,34.48,3321
3,350.13,189992.34,364960.74,8284.00,68.35,1,113260569.40,3,14965162.93,19756.72,5.91,2357
4,581.58,238894.66,422594.64,9400.82,82.01,3,118224002.30,1,18673153.23,32395.81,84.80,1480
2,264.90,50320.87,428208.01,6443.34,68.47,2,350407198.00,2,10016692.37,48283.31,45.05,2406
6,431.61,494515.45,410081.46,7620.42,68.60,3,442362904.00,1,15827331.71,8063.32,50.88,2467
5,646.38,314142.39,265657.59,4207.25,98.36,1,265525276.70,2,10394009.64,38185.43,97.32,177
2,763.96,395477.27,235958.70,8774.20,72.60,2,483600589.40,1,6437544.58,21870.78,81.50,2154
1,817.58,75024.62,270152.23,9132.42,81.62,1,38381908.70,1,1077940.20,8395.23,79.59,1932
4,414.05,321655.95,387913.36,5726.73,93.10,2,448408589.00,3,1674619.56,49583.05,77.95,4609
3,747.44,447638.85,266515.89,4148.36,92.98,1,148972588.40,2,6961372.64,32513.96,95.49,2672
6,837.90,186159.90,155801.23,2690.36,98.00,1,349030616.00,1,2580773.74,46017.21,13.52,3195
1,40.94,286774.07,32696.95,5258.37,90.71,2,133692977.90,3,18828165.11,25127.34,64.12,894
2,502.11,279207.25,264926.67,1851.92,60.29,3,15332487.93,2,19952258.33,20401.65,28.60,3074
5,904.96,370454.49,64988.16,8816.51,68.82,2,97940126.02,1,12288373.53,21978.50,47.73,2963
6,903.80,468865.50,25765.96,3863.04,98.81,4,92741955.98,3,7903010.27,18501.94,50.86,4590
2,873.68,87525.70,371456.77,5502.76,74.61,1,462396484.40,1,19066732.84,22388.62,83.17,1154
6,485.30,300888.84,366253.09,9702.55,79.10,4,408541503.40,1,4764619.55,18997.60,65.42,926
3,780.80,143890.26,275017.54,2449.11,52.74,3,286702373.60,3,252090.69,10971.77,32.74,1068
6,826.57,381549.95,223499.28,3587.49,77.37,3,206285538.10,3,1593353.14,279.31,4.97,2605
4,578.10,441142.27,96486.76,4063.32,52.90,1,236128276.30,2,15914298.45,10213.85,1.16,1856
1,66.86,133972.17,374186.46,425.62,92.56,2,48702137.29,3,19565552.32,1775.73,38.71,1942
4,230.88,34846.61,326993.63,1749.51,75.57,2,359449941.30,1,3490014.23,48930.40,12.45,1595
6,400.21,144763.87,429791.06,3794.24,74.01,2,393130196.90,1,19810302.60,9868.23,83.98,1891
2,374.36,311236.52,384536.54,6060.65,69.77,4,244561281.70,1,396935.72,48637.59,77.82,641
5,499.66,215049.26,309926.53,3176.07,88.27,2,35504841.88,3,9258101.43,25945.69,89.55,3293
7,818.91,97073.39,403887.27,5996.86,67.54,1,244468199.50,3,400195.53,46959.64,76.30,946
1,172.39,143727.01,38642.97,4326.31,60.76,4,390935609.30,1,19711145.22,43559.49,91.27,1191
6,269.63,67788.55,85683.26,4812.01,79.51,1,412813699.20,1,17891199.70,39581.03,58.54,2456
1,685.82,425151.11,292385.12,6929.68,74.03,3,43714852.18,1,7187860.29,15384.65,98.62,3116
2,38.07,328670.58,7350.35,4684.54,59.90,1,407549410.40,2,9754812.00,20406.62,17.38,2699
5,824.30,356036.23,118173.62,2466.23,54.21,2,435614978.30,3,9214667.16,3592.07,27.68,2925
2,804.01,423313.26,442924.28,7311.60,93.82,2,430315087.10,3,12250728.25,23665.20,82.39,766
1,61.23,18564.92,199095.14,7359.08,61.25,1,120786954.20,2,13129569.46,37512.54,6.16,2028
6,791.58,282641.67,21479.61,8921.59,51.09,2,405362606.80,3,19615927.76,38937.00,96.47,2096
5,640.27,332376.47,85175.77,6194.99,63.35,1,109127470.40,3,11379602.02,31761.03,39.06,2019
5,132.73,313707.52,174551.11,403.54,72.12,4,415742594.80,3,15567618.20,35152.35,27.35,3040
1,128.26,181436.40,235901.83,2912.74,86.02,4,338912223.60,2,11702791.72,31559.38,9.98,1009
2,298.02,496257.31,402131.45,7301.65,66.51,4,162311111.30,1,9486334.21,14590.41,82.75,2726
2,408.92,97342.62,345464.65,8444.40,78.15,2,55500079.32,1,1205758.13,18587.68,15.65,1595
7,968.38,16555.68,34391.37,1560.63,59.21,4,72646628.97,2,15521997.54,23017.95,78.37,2036
4,645.74,200804.38,358093.10,4089.58,92.61,2,25951072.51,1,3854313.19,19568.64,26.12,3025
4,143.65,160954.48,67940.63,4163.03,55.38,4,67864612.55,3,3192174.13,5366.54,47.67,866
1,361.92,477607.46,77010.88,1003.30,97.63,3,388535306.10,1,9972777.76,19245.62,36.43,418
1,275.55,365210.71,62533.92,8007.88,73.74,1,95624128.70,2,15475973.00,16745.80,50.33,855
6,702.00,122286.59,32657.14,6882.74,78.94,1,238187071.00,2,7791602.65,30791.62,50.31,1170
6,775.21,247455.69,157696.39,9958.52,76.98,1,216727240.70,2,5400853.98,14161.39,11.44,957
7,405.80,12756.45,8167.58,3069.33,90.79,2,372661831.20,3,18849042.99,6599.99,67.54,1101
6,355.79,383770.26,143529.95,1827.32,73.19,1,89005077.61,3,564125.32,48120.26,64.41,3485
5,567.51,138933.36,178585.90,519.23,66.47,1,178892062.60,3,991215.08,32126.00,38.88,3849
2,245.22,181423.55,46054.02,4898.89,89.65,1,40598795.90,3,3793227.20,34564.59,36.56,2097
5,975.16,140023.38,205476.52,9385.08,96.08,4,450634237.00,1,12192721.85,32049.36,2.27,161
3,101.19,293444.59,347525.41,5258.84,79.88,4,307462664.80,3,6875548.51,483.58,70.04,4325
3,615.92,100709.98,227796.99,5778.68,62.88,1,466952502.60,1,12839130.06,20765.80,62.88,1464
7,331.91,25206.74,194670.90,1101.36,55.43,4,262750188.90,3,3418182.43,7361.47,9.81,801
7,341.15,330969.49,122179.15,7547.43,97.49,3,349692191.40,1,14804125.28,34934.45,59.02,218
3,166.65,151963.82,232575.82,7882.85,54.72,4,431961229.40,2,18463394.81,16497.00,2.90,1039
4,993.71,197694.30,377502.27,6248.03,74.52,1,104872244.70,1,14312497.30,32423.38,8.25,3581
2,446.61,278530.81,227503.44,3302.26,58.13,3,471244492.70,3,8477936.10,18720.32,48.66,2975
3,17.87,377078.98,365990.73,4559.37,57.81,1,236149725.70,1,18190096.41,35852.33,91.99,1240
7,504.69,384217.09,229308.64,9595.34,98.08,1,163437747.80,1,11346127.77,3912.35,40.66,2150
7,206.39,283276.15,81344.87,6879.77,82.58,1,486280275.70,1,16570563.73,21373.83,21.78,3038
4,950.44,36590.56,187144.27,971.24,74.52,3,447141703.30,2,240981.11,49283.98,5.54,3840
7,113.62,16442.75,227289.94,2168.37,75.38,1,171794663.50,3,5836735.27,11358.49,32.16,676
3,528.33,381060.08,35095.26,6605.44,53.23,1,374729878.20,2,15395665.43,4390.03,11.50,3053
5,398.31,309949.82,409310.81,8340.36,78.88,4,196475597.50,2,10091817.91,44506.51,93.09,2811
6,191.17,340880.48,406426.39,5966.71,63.97,2,32859511.55,1,14622706.04,32207.75,42.42,1567
6,901.88,61819.13,361668.63,4452.73,87.05,2,403942260.70,2,17171602.04,30990.77,1.25,2988
6,437.13,454910.22,88218.13,3776.32,87.40,3,385960053.90,1,19836624.06,5549.94,78.03,519
4,621.36,267275.60,110849.31,8734.81,78.54,1,343052575.90,1,414789.79,22054.37,2.55,465
7,575.98,162769.41,110237.93,2881.26,98.68,1,483164908.60,3,15181000.99,36855.08,2.50,1541
7,6.23,69550.92,357200.30,2552.49,91.18,3,385261275.20,1,6498442.40,49772.73,46.76,2119
2,663.21,219739.33,375193.57,887.47,80.12,1,294774589.60,2,14702974.76,17940.86,50.97,3971
5,839.49,326520.93,66524.54,8070.84,60.38,2,76214577.02,1,6518342.16,22546.03,15.94,2450
2,163.17,17103.27,413650.08,9039.35,68.36,1,150591564.10,2,15095796.99,25837.99,88.49,4919
3,114.20,376077.26,238791.35,6793.02,50.65,4,17846734.70,2,1087276.31,4778.59,44.20,4376
3,894.79,218828.33,374703.04,3992.34,75.02,1,164009770.20,1,18253504.54,6408.01,32.44,1143
4,429.74,53826.35,79517.85,2612.94,79.11,3,461041875.70,1,13215883.08,20542.59,62.87,3713
7,845.90,176664.19,74904.75,4477.75,90.96,4,404247678.60,2,6621109.71,23388.56,3.83,3038
2,856.95,205433.86,77330.68,3852.51,90.76,4,68917190.94,1,7143300.81,39487.52,60.04,4928
2,983.24,496240.10,98850.16,9835.25,55.73,4,105310119.40,1,5526746.08,15228.16,91.51,3412
3,976.61,66707.93,260409.00,7262.49,63.75,2,484735497.70,1,15165839.83,5967.57,16.70,3457
5,432.61,5248.53,349692.99,4709.01,59.69,1,360757812.60,3,7813703.33,38743.08,85.01,1491
6,694.14,464966.12,321898.83,4775.45,76.91,4,188954111.00,1,1653722.44,35190.93,77.82,4799
6,321.23,426572.67,104514.33,9967.64,99.17,3,76474712.14,3,19769718.16,30594.44,42.35,4349
2,809.70,403048.10,328351.16,7185.90,69.08,3,44413686.75,3,19983398.29,10536.00,72.94,2331
6,407.31,37741.70,406879.83,2087.10,75.95,4,28794098.25,2,8998493.98,38293.86,71.94,242
4,138.68,494171.87,50135.74,7103.42,98.21,2,326728581.80,1,3614833.76,15039.53,79.29,654
5,368.57,464153.18,186761.04,2481.55,56.51,3,437141077.10,3,18354785.96,119.92,86.29,946
3,46.87,37577.13,200746.05,2066.70,69.23,3,318531179.30,3,5675710.00,40073.50,35.30,4311
2,800.35,305161.38,424366.94,8368.08,58.57,1,444798863.70,1,943270.74,49665.68,78.35,70
5,621.58,342477.96,104078.16,2279.02,83.52,4,133197399.60,2,3536707.65,14914.57,63.10,419
7,853.12,254213.82,112462.91,4651.81,63.64,2,336503090.10,1,2878530.27,10816.98,69.99,2369
